"date","sport","family","small","ice","guid"
"2023-03-18 21:45:00","2","0","0","0","0003be8f-0bdd-475a-ad8f-92cfe86f67bf"
"2023-12-12 21:45:00","3","5","9","0","0016356f-6a14-4482-9137-4e7af48dd2fa"
"2023-12-02 22:30:00","0","0","0","0","001e9976-96c4-45cf-ba33-3df6bd9fe30b"
"2023-04-08 08:30:00","0","75","0","0","001ecc86-0b9d-4a36-87ef-176b6201675f"
"2023-09-13 20:45:00","113","79","20","0","002ec035-ab26-4713-8cea-e17c667344cb"
"2023-10-05 13:00:00","57","71","23","0","002f2665-d7f3-483e-830c-1457881383dc"
"2023-10-03 09:00:00","36","19","20","0","0039705d-3aef-46e8-8f72-aea621ec2415"
"2023-09-13 09:30:00","41","62","25","0","003ad7f0-afe7-43a2-b23d-0df8fe740503"
"2023-12-02 14:45:00","86","106","21","159","003c8203-5781-4889-a960-4a6c7e27c84e"
"2023-11-13 05:30:00","0","0","0","0","0040b1bf-a939-44e6-a2e2-6113c7d931f5"
"2023-06-07 11:00:00","26","76","30","0","0043cf19-82e3-40cb-a196-2e909aabfa34"
"2023-06-03 12:15:00","36","124","13","0","00442f31-6c98-4a24-b072-4c929051de03"
"2023-10-10 06:00:00","0","0","0","0","00448c89-3013-43c5-a10c-08d307596a53"
"2023-10-09 14:45:00","50","150","24","0","0045e735-5c10-4387-880f-4ad824f5da2c"
"2023-04-01 09:15:00","73","138","27","0","004938a6-b695-4807-9228-d17e57ca71f1"
"2023-05-24 20:00:00","85","126","18","0","004aff77-ddc4-45ee-9243-bf7063e51cf3"
"2023-04-19 08:00:00","48","44","16","0","004c4031-6f3b-48c8-af75-4c5511a594bb"
"2023-09-28 23:15:00","0","0","0","0","005013bf-dfa1-45dd-988b-65ea39646f06"
"2023-11-15 08:45:00","39","48","18","0","0056559d-0511-4be9-b71d-eb976767153f"
"2023-11-14 09:15:00","41","34","33","0","005ac900-1165-4732-b915-2957bba24086"
"2023-03-10 13:45:00","82","90","3","0","005cc70d-8246-496e-9004-db0df7caa97a"
"2023-09-29 19:15:00","115","118","19","0","00600075-e054-43ba-8295-298414717947"
"2023-05-19 11:45:00","56","61","23","0","0061efdf-0fcb-427c-87c4-85500112fc8b"
"2023-09-19 21:15:00","47","42","12","0","0067158f-5b07-4661-880b-f1f7cc554f86"
"2023-04-15 15:15:00","64","131","26","0","0069fc7d-f2a3-4fae-82bd-d30e558478a9"
"2023-11-13 20:30:00","117","79","27","25","00786032-f7fa-47b1-b0da-f08c98eef8b4"
"2023-07-25 08:15:00","0","59","0","0","0078ae2e-aef7-474c-9a49-cfddc134e61e"
"2023-05-05 09:30:00","57","0","18","0","007fd936-f632-485b-87cb-f1f33ed1d93d"
"2023-09-13 11:30:00","37","68","19","0","008bf769-893d-47b8-9ba8-94820ccca058"
"2023-11-27 23:15:00","0","0","0","0","0090863a-a4f8-4da0-bd73-813237734822"
"2023-12-04 15:15:00","70","93","14","0","0092533a-acd1-4af6-80c7-61f409424602"
"2023-10-17 14:30:00","58","75","2","0","0097a7c0-d6ab-4df0-b028-86f7c76ebbe7"
"2023-10-31 10:45:00","41","33","16","0","00a02838-f458-4335-8889-f4857a97876b"
"2023-04-13 09:00:00","35","93","17","0","00a1ad47-13b0-41e3-a941-cb000c264c60"
"2023-06-14 17:00:00","86","148","28","0","00a3491e-b42a-42a9-a369-dc3c14c20dd7"
"2023-08-20 09:30:00","0","83","0","0","00a3edf2-a466-4b41-80e9-47b46862a436"
"2023-03-09 17:30:00","99","126","17","55","00a5d6f3-9eb0-481f-9ad3-19e74b51a93e"
"2023-04-30 07:45:00","65","58","23","0","00a80b5e-8921-4649-946a-b740d9f5714a"
"2023-07-17 10:30:00","0","111","0","0","00b14ce6-b828-4f38-b872-4718999996ea"
"2023-12-08 04:30:00","0","0","0","0","00b71e7b-bc05-49c6-a61d-3cf5b5342512"
"2023-09-26 10:30:00","36","25","24","0","00b9fb4f-3e1a-465d-bf31-9dafea8c7d53"
"2023-04-29 07:45:00","42","59","32","0","00bfae1f-6b4a-4a9c-8e32-c95c6fd6bfbd"
"2023-12-11 02:30:00","0","0","0","0","00c064af-ee42-49d5-a784-c8f714febc40"
"2023-03-07 20:30:00","103","100","27","0","00c0cb30-7443-491a-8d87-aa6a0add3c78"
"2023-11-08 18:30:00","123","149","30","5","00c0ffdc-da1e-4f00-8edb-9df34b30535b"
"2023-09-21 19:45:00","85","133","22","0","00c11327-8aed-4d8b-be12-9ff769638830"
"2023-10-14 22:15:00","0","0","0","0","00c46106-573d-4d15-b4a0-1a3f4f8741e1"
"2023-04-29 12:00:00","41","88","19","0","00c62d98-5213-4992-8d0f-df6faf6eb56b"
"2023-03-20 19:15:00","95","154","24","32","00c9b953-b18d-4c23-b624-3216864dcb5b"
"2023-05-09 17:00:00","66","161","38","0","00cae846-2cac-4f6c-9675-ad0c7f740b51"
"2023-11-17 23:15:00","0","0","0","0","00cd4ca3-3926-4e9c-8631-9ff48aeada79"
"2023-08-27 19:00:00","0","146","0","0","00dda586-a0d9-4237-afd2-95fe781b725d"
"2023-03-09 07:00:00","0","37","12","0","00def7bb-f935-43d5-92ae-d6a5e342504f"
"2023-11-07 07:45:00","44","24","22","0","00e3a858-3186-4a23-a954-19d0f91e1a00"
"2023-10-26 03:45:00","0","0","0","0","00efe52c-6f2e-45e6-a1c8-abf4bfbdbf4a"
"2023-03-25 08:45:00","69","122","17","0","00f0fb97-c26e-4233-b370-761f74d5f8e1"
"2023-09-29 08:45:00","43","41","17","0","00f4d9cb-4888-4184-bc17-595e5ab6290a"
"2023-12-14 16:45:00","94","128","18","185","00f62cf9-c202-4997-8d16-519068ee2a7d"
"2023-12-13 10:00:00","50","36","18","0","00f9a117-7039-4f18-ac50-e3bf6db30dbd"
"2023-11-08 09:45:00","53","71","18","0","01086f2f-0862-4f57-bc28-fe55a186f1d5"
"2023-05-06 12:30:00","67","105","16","0","010abf06-7c04-4555-8941-47e6e710a83c"
"2023-04-15 10:45:00","82","153","22","0","010b94d3-7fb8-496c-b696-002520042642"
"2023-10-18 04:00:00","0","0","0","0","010ef695-5afa-4ee1-99d5-d69a0a6d4d78"
"2023-10-06 21:30:00","36","26","4","0","01121363-99d8-4aee-b4f4-e8b6aa0a431d"
"2023-10-16 20:00:00","90","119","24","66","0113ead2-3f4d-4726-a9c5-e7644bc00e91"
"2023-10-29 12:30:00","97","141","34","71","0122c5d0-855c-496b-8366-0a1b01602819"
"2023-10-31 20:45:00","101","143","21","153","0123855f-eacb-4836-90b9-a777c49b5f5d"
"2023-10-08 03:15:00","0","0","0","0","0126069f-d39f-4f72-a49a-4380cec5f2f1"
"2023-04-14 09:15:00","56","0","31","0","01298de2-4784-4efe-ae3c-c2c553652960"
"2023-11-28 14:00:00","57","67","2","0","012ad6ac-74b3-43b2-a5bb-08da6229c173"
"2023-11-22 13:45:00","68","83","24","0","012adfb1-dff0-4b80-8b8a-e554ec8af9b1"
"2023-10-06 16:45:00","68","147","23","18","012b4cf0-3507-4bd0-856f-4e6b5b592122"
"2023-10-18 08:15:00","25","40","17","0","012c4e4c-f8a4-4a5c-9e42-823e1623afa2"
"2023-11-27 01:45:00","0","0","0","0","0130ef07-4896-4285-a687-7762e14e8d97"
"2023-07-24 10:00:00","0","84","0","0","013178ac-08e7-47a9-864f-2d8b4c778b67"
"2023-05-26 06:30:00","17","21","6","0","01321daf-2b3a-4e4f-8b21-cf566fe5bfeb"
"2023-11-11 06:45:00","0","36","0","0","013ad122-3f73-43c4-91dc-fa42170c1af8"
"2023-11-17 14:30:00","73","75","24","0","013b6e51-e612-415a-91ea-c5c4b6ca39ce"
"2023-10-04 00:30:00","0","0","0","0","014711a5-4953-48f0-acb1-e2f4dae39e82"
"2023-04-02 20:00:00","122","132","31","144","0150ca1e-7453-473a-a570-f627802dbab9"
"2023-09-13 20:15:00","115","112","24","0","01556221-b05c-4ba1-bddc-0557fe47f679"
"2023-05-02 13:30:00","0","108","0","0","01569020-4dbe-4d48-b74a-5c9b22a6d1af"
"2023-12-02 01:30:00","0","0","0","0","01588db8-2c42-4ccf-952f-47f098ace6dd"
"2023-12-17 01:00:00","0","0","0","0","015aa81c-6efb-4b58-82cc-7a5844e5d32a"
"2023-05-27 12:00:00","36","90","13","0","015bf831-830c-44c8-9d8d-4decd32a523f"
"2023-10-22 09:15:00","74","129","27","0","015e9c4d-6c97-494f-9ace-a574a1d7f7d8"
"2023-09-27 09:00:00","24","58","14","0","0162dcf5-9c8c-4f71-9d6b-8fe6f20f88e3"
"2023-03-26 07:00:00","72","74","24","0","01669985-2973-4357-a6d0-22b86e56bb54"
"2023-12-16 10:15:00","53","145","10","0","0166a200-1e8c-4382-8587-aeab3d3ae881"
"2023-03-12 08:30:00","81","84","15","0","01750f6e-f5f9-4cda-a57f-4d01a648c142"
"2023-03-05 19:15:00","85","136","40","20","01796a78-bf0b-4bb3-a0bb-e620ab9c5983"
"2023-06-13 18:15:00","65","125","17","0","017cb7e3-c34e-4459-ba1a-58c3c587d08c"
"2023-11-06 06:45:00","16","34","7","0","0181f358-4e73-4d14-b61c-e9fa9ee38924"
"2023-06-01 08:15:00","31","15","18","0","018e0977-bbf9-4260-a5e9-9a4c19ee6333"
"2023-03-20 16:15:00","96","125","31","0","01916eea-d114-4e8c-9fa3-2367e7a44d59"
"2023-11-16 20:15:00","120","116","31","113","01956ae3-ceb7-4b95-995b-ffa402b5ae74"
"2023-10-03 07:00:00","25","37","8","0","0196748d-204a-4a7c-8e3b-45658a201cf1"
"2023-10-14 11:45:00","70","141","17","81","01a02495-d9ef-4cee-8795-b3cdf31b246d"
"2023-09-01 20:15:00","63","57","36","0","01a60efb-3a7f-4a4e-8fd9-b821ce442b92"
"2023-08-18 14:15:00","0","135","0","0","01a8fde7-e29c-4bd3-afac-a95e1575ad55"
"2023-12-02 07:15:00","43","63","19","0","01ac8de0-fe56-4dd5-997a-d8764feca3ef"
"2023-03-28 15:15:00","56","119","18","0","01aede0d-f880-4c42-b4ee-99777108d001"
"2023-03-30 18:45:00","109","150","18","9","01b1620b-6da2-4ae0-9c84-65ff86321b8d"
"2023-10-04 16:30:00","85","144","25","22","01b6d159-8e62-431f-a1c5-ad828e3d11b1"
"2023-09-12 19:00:00","80","127","21","0","01ba3079-1bca-48ac-b31f-635fa76a2456"
"2023-08-12 20:45:00","0","80","0","0","01bddc4d-1f52-466f-a55c-0830bf2f472e"
"2023-09-16 11:00:00","73","126","17","0","01be96fb-8c48-41be-bfed-8d8bf11e5b02"
"2023-05-18 18:30:00","111","150","20","0","01bf8b73-4ca3-43c4-9fc7-dfa0412ab8ce"
"2023-07-22 15:15:00","0","141","0","0","01c80ea3-93f1-40be-9ab2-5c43f0a24913"
"2023-12-13 21:45:00","4","0","5","0","01c918ed-b438-4b7b-b94c-b16144706b53"
"2023-11-24 12:30:00","74","38","13","0","01cccd5b-6f75-463a-94f6-7792d076e47d"
"2023-11-26 06:00:00","0","0","0","0","01d67e01-887c-4475-9734-68ee6a92b830"
"2023-10-19 06:30:00","0","28","7","0","01d7976a-436b-4575-8d63-2317dad9509c"
"2023-10-06 04:00:00","0","0","0","0","01d8db5d-9024-4176-99d6-bd5e6554949a"
"2023-10-22 16:15:00","92","154","23","161","01e240db-adac-4352-a1da-73122581ccc1"
"2023-11-02 06:00:00","0","0","0","0","01e352b7-c2d1-42ac-9abf-aec4af5e8087"
"2023-07-24 09:00:00","0","54","0","0","01ea0bb6-bbd3-499a-ac6e-a381f739e651"
"2023-09-22 04:15:00","0","0","0","0","01ed64c9-40e2-4102-9e04-b13caccbd259"
"2023-11-22 06:00:00","0","0","0","0","01f080bd-f6fd-407e-9f46-2f3521ec41b2"
"2023-05-23 20:00:00","89","117","20","0","01f6de63-e030-4380-ab1d-42c05b1b780f"
"2023-11-28 05:00:00","0","0","0","0","01fabe8c-280d-43f2-ada1-da4a15728faa"
"2023-06-02 13:30:00","42","38","17","0","01ff43dc-c55d-4065-84f7-a259a384bfb9"
"2023-11-28 06:00:00","0","0","0","0","0200eda7-b311-4e59-a29f-03e1d68f4f2f"
"2023-08-24 14:00:00","0","99","0","0","02018413-a0e0-4742-841f-d92c54cbf09c"
"2023-04-30 17:45:00","38","78","26","0","020220a7-3972-4fcb-b69c-07153978c582"
"2023-03-24 12:00:00","66","90","19","0","020ccdf8-26d3-423c-be68-3d518a9b880f"
"2023-11-13 18:45:00","118","124","18","19","020f7da9-6800-4719-9ec3-2e161dfa496f"
"2023-05-15 13:15:00","51","79","12","0","0214924a-8be0-477f-b5cf-75a07a101263"
"2023-10-16 23:30:00","0","0","0","0","021606f1-081b-47f4-abcc-65e93ad7764b"
"2023-06-19 10:30:00","38","78","17","0","021b7e19-b0f3-47d8-94f3-fddcc9af4c8b"
"2023-11-30 12:00:00","45","40","23","0","0220f28f-966d-4a25-8c36-ab0110f1e226"
"2023-04-16 10:00:00","65","140","25","0","02226b0a-76f7-4da9-96c6-d06f6cd90f02"
"2023-11-07 18:15:00","120","144","19","48","0226f1ab-3f53-4afc-8238-666bd0978783"
"2023-11-04 19:30:00","110","137","22","131","022b925a-a4d6-47b1-8470-25058d5b074e"
"2023-06-03 06:45:00","21","26","5","0","022e6969-e25a-4b47-b4d7-557ace50ac18"
"2023-10-22 17:45:00","117","146","42","186","0230fd0c-7735-43c1-b829-954c33d85d89"
"2023-10-24 12:30:00","69","66","1","0","02324038-e30e-4c76-b209-70cb75b58e3e"
"2023-06-02 16:00:00","52","107","13","0","02345299-fb1b-4c22-8871-fefc4564f558"
"2023-10-17 07:15:00","49","32","2","0","02392952-e2a9-4366-ad6b-b37c756f432d"
"2023-10-07 02:00:00","0","0","0","0","023efd38-949c-452c-b55e-ddf00c2d5c36"
"2023-10-08 16:15:00","127","152","22","150","02412df0-d534-4524-9d31-3af6f146a339"
"2023-10-29 14:30:00","96","137","16","70","024293fb-db1c-4df0-96f8-6a444bd49277"
"2023-04-22 21:15:00","54","30","0","0","024df7cb-a854-49d5-ac99-ebf0ec2d83b6"
"2023-12-11 16:15:00","106","120","26","0","024e16f9-1a86-437a-9e50-f5797a2f363f"
"2023-04-11 13:45:00","59","55","7","0","0250b4f9-821c-46be-abcd-9711c00e1d71"
"2023-08-23 06:15:00","0","20","0","0","025586c9-9c42-47fd-aeb4-2ae90cc2ff6e"
"2023-05-07 21:30:00","32","19","8","0","025712a9-ba27-440a-8608-d7405a543bac"
"2023-11-18 11:30:00","61","150","23","95","025a544a-3959-429a-a4f6-65dbf835b991"
"2023-08-31 07:45:00","0","37","0","0","025bcac6-9c57-4b80-9614-c824745d2cd7"
"2023-11-22 09:15:00","47","66","14","0","0260253b-7c6d-4c70-8ce5-71b43dbbfaed"
"2023-06-03 17:30:00","41","58","18","0","0264042c-f561-4c1d-bd9a-5845173eccec"
"2023-05-17 10:15:00","57","34","28","0","026750d3-520b-49b9-aa7f-195cc3f2bb4c"
"2023-08-10 16:45:00","0","131","0","0","026ac550-de3d-4b6a-9c60-3357e60445d2"
"2023-03-12 21:45:00","5","1","0","0","0275c58a-3dad-405d-97df-0db14cf190a2"
"2023-03-25 13:30:00","60","104","16","35","0277cc6e-881a-4c19-81e2-20a4c3424308"
"2023-09-26 04:30:00","0","0","0","0","027e07f5-3bca-4a89-83ce-9b2c4df0116d"
"2023-08-03 21:00:00","0","84","0","0","027e33e9-1114-4c5b-bf07-ca2f556869db"
"2023-04-20 07:15:00","29","52","7","0","0282b700-85ee-4e45-bb11-51e62ed5bb94"
"2023-03-30 15:00:00","62","117","19","0","0283dd1f-a6a2-48e2-8043-ec7632a4014f"
"2023-03-16 13:00:00","53","76","22","0","0287a9f0-4065-41c2-a7fd-54f1deaceea9"
"2023-10-17 08:30:00","32","29","32","0","02965813-af67-4d90-8e3b-4d9daf6df11f"
"2023-05-29 21:00:00","86","55","18","0","02998b0a-38cc-4cc6-a118-0b0b49db6f0a"
"2023-08-11 12:45:00","0","118","0","0","029e67ff-e795-4824-83f6-951e61a722ba"
"2023-11-27 02:00:00","0","0","0","0","029fb2e7-53f2-4239-8c44-0bb9f2e7e0f0"
"2023-10-16 22:00:00","0","0","0","0","02a469e1-ac87-4b60-b35e-749bf10757cb"
"2023-09-26 01:00:00","0","0","0","0","02a5e626-bd36-4ab1-904d-5cf3d534981a"
"2023-12-10 12:45:00","107","96","14","0","02aeb9a5-643d-4f75-ab0b-ade87c2e19ff"
"2023-04-28 17:45:00","88","149","34","0","02b62c1e-b4be-4564-a9eb-092f16153358"
"2023-10-15 18:15:00","70","125","17","216","02b6c32d-fe61-42ae-8278-a8da0d41c836"
"2023-04-20 16:30:00","81","123","14","0","02b7b998-adfb-4aa6-8830-ecaeea4942e5"
"2023-10-01 08:15:00","46","93","14","0","02b9d14c-da39-4e9f-b985-3bae4f245089"
"2023-04-04 09:45:00","53","65","19","0","02ba525e-c64f-4f79-901e-72e359b0bfbb"
"2023-07-20 15:15:00","0","108","0","0","02bd640c-4d27-4322-a3f2-a5af48abab58"
"2023-06-21 15:15:00","36","69","0","0","02bda177-3475-4dea-b599-546b09408aee"
"2023-12-04 08:00:00","30","51","15","0","02c6fb9f-9b51-433f-9061-0fcabdcdd774"
"2023-05-17 06:45:00","39","34","0","0","02c88ab0-131d-46a5-9800-8c3f5631369c"
"2023-12-14 03:45:00","0","0","0","0","02d6e5c1-294c-42d2-8772-daa9b850aa7b"
"2023-04-19 08:30:00","51","81","26","0","02ddd057-619a-4990-af53-7ddbde48cd97"
"2023-12-16 19:15:00","95","97","19","78","02ddd62f-41a8-4c52-a842-024944827885"
"2023-10-07 03:15:00","0","0","0","0","02dddc01-3b26-4cd3-9e21-826beff4383c"
"2023-11-04 16:30:00","76","140","22","124","02e54536-9a96-4f37-a959-8150d4ec12f8"
"2023-04-03 15:15:00","52","93","16","0","02e9c4d7-2fa8-496e-94ab-c37259a13bcf"
"2023-12-05 03:30:00","0","0","0","0","02edd9d9-6f57-4b50-92c4-de7786845edd"
"2023-10-18 07:30:00","41","33","14","0","02ee0ea9-5e21-44e5-8811-de342a788fda"
"2023-06-19 09:45:00","58","29","20","0","02f32a8d-1237-4438-9e6c-c59a71edf98d"
"2023-11-05 10:15:00","108","142","12","0","02f46638-4d52-4f50-8db9-89226585506e"
"2023-11-15 14:15:00","56","83","12","0","02fa4eab-0f32-4c4a-bdcc-59dd8ae6e23d"
"2023-10-21 15:30:00","69","124","25","123","02fa8388-761b-44cc-bf84-5909568dda8d"
"2023-07-02 18:45:00","0","112","0","0","02fba6e3-c0a9-4ce2-a534-2adf801ba387"
"2023-05-12 17:00:00","81","130","29","0","02febdad-32f2-43e2-9d7d-3b100ac8775b"
"2023-10-29 19:30:00","104","153","32","115","02ffa8da-3d72-453c-9239-747e9614cdf0"
"2023-09-30 11:15:00","60","145","22","0","03020869-01ab-47f8-a2b5-18dd91dc65c6"
"2023-03-15 17:15:00","105","148","20","48","0302275e-605c-4b89-9ee8-c4de93c26c32"
"2023-07-09 08:00:00","0","56","0","0","0305e311-de7b-4357-aff5-06df69336608"
"2023-07-21 06:15:00","0","15","0","0","030900e7-c175-4dfe-9449-389a1abe1a1e"
"2023-11-18 16:45:00","68","98","30","68","030bbfcd-f0ec-4578-bfd5-e8030ee03c9e"
"2023-10-23 16:30:00","85","108","26","2","03106a65-3f81-42c8-a64a-7ad82633af20"
"2023-04-18 13:15:00","41","82","25","0","03124416-d55b-4a41-8874-44ee20c6bed4"
"2023-11-22 19:30:00","123","137","41","103","0315570e-a9f9-40db-8531-170c781d3b08"
"2023-12-13 17:45:00","83","124","32","201","0315c013-114a-467a-94bf-67f64de89d5f"
"2023-04-16 18:00:00","60","77","21","0","03189eb0-f86b-4d78-b5f2-88901208a3f6"
"2023-05-31 12:00:00","43","18","21","0","0323024d-bc90-4c1e-984d-3878cacb410f"
"2023-09-02 08:30:00","52","71","31","0","03256352-f9b0-4c06-ab60-643077c15550"
"2023-07-11 12:45:00","0","83","0","0","032aa68f-8ca8-4004-88a1-b55f7127f875"
"2023-03-31 09:00:00","55","75","13","0","032afaab-5af7-4b0c-8224-4b782c9ad613"
"2023-10-05 08:45:00","34","42","22","0","032bd2ee-1996-405d-a2a0-4a12ce71207e"
"2023-04-08 06:45:00","0","62","0","0","032e5ebf-8171-40d9-984d-fafc7d7637d7"
"2023-06-30 19:30:00","80","0","34","0","03319237-4da2-4e12-8a01-c8f9ed03ca1f"
"2023-08-20 12:45:00","0","121","0","0","0333fc71-6f9a-4fa1-8190-437d4ee42b98"
"2023-09-01 11:45:00","22","80","3","0","0335797d-241e-4466-9465-761f3f6ab76f"
"2023-08-29 19:45:00","0","142","0","0","0335e544-48b6-464f-9ea2-51efd91ad207"
"2023-07-19 17:30:00","0","135","0","0","0338ccc2-6838-42b0-9c93-df5497c39858"
"2023-08-09 08:30:00","0","49","0","0","033b70af-a13f-4a90-bd29-854dd3560265"
"2023-04-15 11:45:00","50","154","21","0","033dac3e-c7c7-4f7c-9db0-4ec045088009"
"2023-08-31 07:15:00","0","28","0","0","033f762c-072a-4219-a610-adef56579220"
"2023-05-08 19:30:00","68","143","35","0","03445e26-bd8b-473d-a437-dbcf69b4a987"
"2023-05-05 14:15:00","52","73","25","0","034607e2-f4fd-4a0f-ac4e-b2b25e7f7bfd"
"2023-08-10 10:30:00","0","150","0","0","0346e67e-f75b-452c-b30a-dc41f0033290"
"2023-08-16 09:00:00","0","57","0","0","034af74b-9f5b-4289-a0ed-63102a32007b"
"2023-08-03 11:00:00","0","138","0","0","035d0943-6c8d-47c9-9ccb-50d16d23c1c3"
"2023-10-21 09:15:00","55","110","29","2","035f20bf-ba82-4bda-b680-b38560509be3"
"2023-06-06 15:45:00","46","100","18","0","03690a33-c917-41b6-b10c-a2bb38071415"
"2023-07-09 21:30:00","0","32","0","0","036915c7-4504-426c-b5c8-055849403aa4"
"2023-08-11 08:30:00","0","52","0","0","03698350-b607-4838-b94c-201532b40848"
"2023-09-28 13:15:00","45","43","24","0","036bbc97-f8ad-4d02-8d25-7b0dafac690e"
"2023-07-24 13:00:00","0","96","0","0","036f8ee0-5f74-49d9-a92a-00e148cc4584"
"2023-12-14 15:15:00","57","76","24","0","03771092-6f35-4900-8ef0-15fef485c075"
"2023-06-30 07:15:00","36","0","4","0","0377e294-675b-4813-b45a-552416042eaa"
"2023-08-20 09:15:00","0","77","0","0","037e8d69-9e6a-41c2-9030-3c032af8678d"
"2023-08-18 14:00:00","0","144","0","0","03815e74-81d9-444a-aa0e-4133808803be"
"2023-11-27 05:15:00","0","0","0","0","0383b51a-064d-4285-b381-eda35d2025ef"
"2023-11-10 05:00:00","0","0","0","0","0384e5c0-09bf-4f6a-a75e-eadf6095b9e1"
"2023-10-21 08:45:00","44","98","19","2","0384e6e7-0b70-48ab-8abf-5f26496af404"
"2023-03-20 13:45:00","60","42","7","0","038c2f3b-ff57-439e-84e4-d3479dbc2718"
"2023-06-26 09:15:00","33","0","29","0","038c6f95-d80e-46df-a306-eca73fcdad8c"
"2023-07-24 08:00:00","0","40","0","0","038e76ac-4afb-4e20-bb18-e43ce9987529"
"2023-05-09 17:30:00","78","137","23","0","0392dbde-2e42-4725-b14c-2514bd6569ed"
"2023-12-01 20:30:00","109","77","22","14","03939318-8c6b-4008-85ce-972a38577ffe"
"2023-10-19 00:15:00","0","0","0","0","0394291f-4d2d-4b79-a9a0-97a9bc52a405"
"2023-08-08 15:45:00","0","151","0","0","03987444-34fc-4c56-a7de-7f958bf3043b"
"2023-07-27 10:30:00","0","137","0","0","03995626-3da7-47cf-86f3-3246db690abf"
"2023-04-12 12:00:00","37","102","17","0","039a2525-59b9-4621-a1e6-6b1959be268c"
"2023-10-08 15:15:00","81","142","19","59","03a082be-f657-42af-8e22-d5a104d261e6"
"2023-07-11 14:00:00","0","62","0","0","03a143c7-f5a1-4b13-bdb6-c41976050ed6"
"2023-11-27 10:45:00","66","58","18","0","03a42af6-c057-4a85-b7dc-51a1ba807a4d"
"2023-06-09 09:00:00","35","34","13","0","03ae6746-b53c-4cfd-9309-13c52becad52"
"2023-12-09 16:15:00","60","119","27","0","03b1ef87-ac2f-4a5f-80e9-a3b056763872"
"2023-11-01 05:00:00","0","0","0","0","03baede6-6299-4470-bec2-58759d66969e"
"2023-06-14 18:00:00","50","148","12","0","03bb6ebc-70a1-406c-9d32-8e78705451dd"
"2023-12-09 02:45:00","0","0","0","0","03c7f52e-a614-4656-8653-1271aa9dd722"
"2023-11-13 00:00:00","0","0","0","0","03cefbe5-4044-4c55-a039-47b800c997ac"
"2023-05-08 20:00:00","96","124","22","0","03d0d1d7-0805-4396-bb0d-2a34e88e487a"
"2023-11-12 08:30:00","95","0","28","0","03d202d3-6db1-474a-a1a3-1f4d3bae55ab"
"2023-07-17 14:45:00","0","113","0","0","03dd886c-f39a-4792-a273-3b33f2f87d05"
"2023-08-11 10:45:00","0","146","0","0","03e6f09a-f3d4-4428-9cc6-8b7d43e177a3"
"2023-04-03 06:00:00","0","2","0","0","03ea4f84-ef5d-4854-be5e-1251b5f433af"
"2023-09-25 14:30:00","37","120","14","0","03f22320-7ea7-4b95-8ff0-a9c5496608ae"
"2023-05-22 20:00:00","105","129","18","0","03f45845-0997-447c-9d9e-1ba738a9f1c5"
"2023-07-06 14:15:00","0","130","0","0","03f55a0d-5524-4f05-bc34-b93811762621"
"2023-03-21 08:45:00","69","67","20","0","03fb0c78-4dd9-47db-84df-8b56d0569515"
"2023-12-10 06:15:00","7","15","5","0","040434b3-f797-49d9-a71f-2367b54c87f0"
"2023-06-09 07:45:00","24","38","18","0","04089b31-7836-4ed3-9cf2-fe48c48988ef"
"2023-05-11 15:45:00","84","106","14","0","0409f21f-2679-4d60-8515-14965dbe8a0f"
"2023-09-01 12:30:00","28","103","5","0","040a1046-e8dd-4829-88a3-b175761e0803"
"2023-11-25 23:00:00","0","0","0","0","040dfae1-7388-402e-ae5d-016dd6fb3fe0"
"2023-05-31 08:15:00","32","41","15","0","040f48f6-b1c0-44e3-91bf-a52f500c6f2e"
"2023-04-30 13:45:00","59","97","12","0","0411b9d1-fb9c-4b1b-9977-4967c82b32bd"
"2023-04-24 11:15:00","44","44","24","0","04132f7a-5f71-4c75-ae82-cb38ab47fa4f"
"2023-08-28 07:45:00","0","51","0","0","04141a27-6930-4b96-a064-7177debef3e3"
"2023-11-30 15:45:00","57","106","13","0","041475a4-3285-4953-a6e9-b269229596c6"
"2023-03-05 07:30:00","86","81","18","0","041b8386-bb26-11ed-b3f1-960000b5fbdb"
"2023-03-05 08:00:00","87","70","18","0","041b85d4-bb26-11ed-b3f1-960000b5fbdb"
"2023-10-25 21:00:00","99","74","22","0","041bf443-122f-4948-8c53-93ffb7dcd072"
"2023-03-06 06:30:00","0","33","6","0","041d208f-1719-4c91-9402-f79d26f41573"
"2023-10-02 17:00:00","108","164","29","0","0427f4ae-7721-4632-84e3-f5ea9a19db46"
"2023-10-18 13:00:00","35","58","21","0","042a6535-a6a2-497f-97f1-d9abe8f291c9"
"2023-03-22 10:45:00","48","81","17","0","043af7b7-55a3-435b-b22b-78c885669071"
"2023-05-11 16:00:00","95","128","14","0","043b2d2a-a37b-44b1-819f-9d9e77c29655"
"2023-11-13 00:15:00","0","0","0","0","04416dd1-5f90-4708-af53-7ec2bc1baab1"
"2023-06-04 09:30:00","36","88","24","0","04428416-a17c-46a9-b924-705083c0d028"
"2023-05-04 15:30:00","69","90","34","0","04466de8-f800-4d5c-abf0-432b8820d868"
"2023-11-25 18:00:00","56","107","29","241","0448fd75-0f1d-4aae-b629-a0aeb77ac5c6"
"2023-05-03 11:15:00","0","110","0","0","044902f0-8934-4626-aa04-e6afa1fe6711"
"2023-08-03 12:30:00","0","125","0","0","044c0861-230a-4eb0-b242-c5c0f71912fa"
