"date";"sport";"family";"small";"ice";"guid"
"2024-08-14 12:00:00";"0";"148";"0";"0";"866b83bf-b18e-49b1-ab10-c6b61d6160a1"
"2023-03-27 05:30:00";"0";"25";"5";"0";"866bba1c-3d42-413d-8ba1-379824f9d4e8"
"2023-11-17 07:15:00";"43";"37";"7";"0";"866cc88b-0043-4547-86a0-4199e4f993d8"
"2024-05-19 06:15:00";"6";"19";"4";"0";"866d116d-d30c-4200-911c-37ed32123c30"
"2023-11-26 08:15:00";"61";"79";"20";"0";"866ec204-3ebb-465b-a38e-e0ed0e645783"
"2024-05-21 09:00:00";"40";"30";"20";"0";"866f948c-9a10-447b-a3c5-e9fa00230c79"
"2023-07-09 20:15:00";"0";"101";"0";"0";"867109fe-aa23-4c21-9f13-ce4f6ca38764"
"2024-07-08 05:45:00";"0";"0";"0";"0";"8672905d-ab13-403a-af2c-d10af6a0b653"
"2023-07-16 18:45:00";"0";"115";"0";"0";"8672b6ad-a053-4924-93b6-c78edadaf626"
"2024-05-10 06:15:00";"16";"26";"5";"0";"8674ef60-3308-4a95-9552-7496cbf41473"
"2024-03-26 09:45:00";"48";"47";"14";"0";"8675f2a2-06cc-4128-8acf-7ac80617d728"
"2023-12-23 20:30:00";"97";"84";"0";"0";"8676d54b-b597-4159-9670-4b8c5d07ccf8"
"2024-01-12 21:00:00";"104";"78";"18";"0";"867d88a6-068e-45d9-bfa9-080a89d0cb4a"
"2024-06-11 19:00:00";"87";"165";"25";"0";"867e9e8b-2a77-4813-9d48-a5cb4da4a601"
"2024-05-05 04:45:00";"0";"0";"0";"0";"867fef1d-2546-4d62-9c28-4dfbef2784db"
"2024-02-03 08:45:00";"62";"105";"22";"0";"86862e4e-5317-45a8-ae40-fbf9dd8fe655"
"2024-08-16 01:30:00";"0";"0";"0";"0";"868700f0-4b66-4398-8e2e-305387b7d0dd"
"2024-03-25 06:45:00";"26";"32";"11";"0";"86870f8d-2d82-444a-9c35-cc515db6b982"
"2023-06-07 07:30:00";"36";"34";"13";"0";"8687fb79-8c9e-4347-9139-d2d001a9aa4e"
"2023-10-15 04:30:00";"0";"0";"0";"0";"868946cc-63ab-490b-a36a-1d80d534f99d"
"2023-11-21 07:15:00";"48";"35";"5";"0";"8689c3e4-3cd2-45c9-88ba-ac2f3c50ad87"
"2024-06-16 19:30:00";"59";"107";"17";"0";"868cbe93-811f-4d2d-945b-341296c6c7d9"
"2024-07-14 14:00:00";"0";"143";"0";"0";"868e98c0-288c-4c75-a4d4-c89b9ce44cfa"
"2024-04-07 01:30:00";"0";"0";"0";"0";"868ea319-f331-469e-bfb4-09c0ca1cccab"
"2023-09-25 05:15:00";"0";"0";"0";"0";"86921626-fd30-44d0-b64b-432cd7b92886"
"2024-08-17 18:15:00";"0";"80";"0";"68";"8692ccd4-d9c4-4836-bb6e-361feabe6013"
"2024-09-17 16:15:00";"81";"160";"29";"0";"86934b0a-fc83-4b6b-a981-144055380bbd"
"2024-09-07 02:30:00";"0";"0";"0";"0";"8693fe41-11d1-4fdc-99c9-f71f3c9e97f9"
"2023-09-30 15:15:00";"61";"125";"28";"0";"8694730f-aab4-4807-841a-be9aaceb7229"
"2023-12-08 18:45:00";"98";"130";"21";"0";"8697939f-7839-4e59-9191-4cdfbaaa4afc"
"2023-11-26 20:00:00";"117";"102";"28";"116";"8698e38f-bba7-4daa-9fa0-4e1665e68030"
"2023-07-13 17:00:00";"0";"143";"0";"0";"869ba830-5841-45a9-ac54-cdc096cd43e1"
"2024-04-29 18:00:00";"86";"135";"28";"0";"869e8a85-c36a-46c3-b4cb-702bc97a698e"
"2023-10-07 21:00:00";"94";"39";"0";"5";"869f9e8e-f863-4d60-a044-330631ec62af"
"2024-01-27 15:45:00";"72";"147";"5";"219";"86a26085-2dbb-4392-86e4-8816ebe23a8c"
"2023-03-31 07:30:00";"59";"41";"2";"0";"86a3cdac-9cc1-441b-89cd-c4482a6558c5"
"2024-07-19 02:30:00";"0";"0";"0";"0";"86a726c6-6354-479b-b993-8bc7d1731676"
"2024-02-13 11:15:00";"45";"56";"24";"0";"86a76765-2a7e-4402-9c68-08aa6894e01d"
"2023-12-15 08:30:00";"32";"38";"28";"0";"86a863d1-0967-49d6-a2a2-6da3bb6d7f96"
"2024-09-18 04:30:00";"0";"0";"0";"0";"86aa618c-aa27-4e7f-a61e-3f96a3a3ea44"
"2024-08-29 12:15:00";"0";"102";"0";"0";"86aba27c-f2ba-4ce0-91f1-a14a15de9f39"
"2023-05-18 07:30:00";"35";"35";"4";"0";"86ac4495-be87-45e0-a31a-4ac982669884"
"2024-01-13 00:00:00";"0";"0";"0";"0";"86ace4eb-a5ea-4af0-96e5-41f65454fb9f"
"2024-07-24 18:00:00";"0";"150";"0";"0";"86ad7ae2-f1ea-400e-93d2-2458d8b836d8"
"2023-11-07 13:00:00";"67";"53";"24";"0";"86ae6509-1db5-45be-a9c8-5a7f28bd84f5"
"2024-09-15 21:45:00";"0";"0";"2";"0";"86b04bd9-4eea-4af7-b4ba-d38c5a2f6908"
"2023-10-10 00:15:00";"0";"0";"0";"0";"86b167d4-9472-47db-92f4-347c925d0913"
"2023-06-02 11:15:00";"39";"62";"12";"0";"86b3b431-4d45-458c-a560-fbf26fb3a375"
"2023-03-22 21:00:00";"99";"91";"25";"0";"86b7f662-66de-4da0-9573-1b749c2e8aa1"
"2024-08-03 09:15:00";"0";"81";"0";"0";"86b84798-3794-4b60-ba91-39a85ff7a227"
"2024-09-11 22:00:00";"0";"0";"0";"0";"86b9ef60-3fec-496f-8e2f-fe4f5fe422be"
"2024-08-26 03:00:00";"0";"0";"0";"0";"86ba3e47-a743-4631-ab07-c597d7bef1de"
"2024-06-24 21:30:00";"35";"0";"6";"0";"86ba497a-a03f-4805-a102-7ccc65165467"
"2023-05-31 17:45:00";"104";"151";"34";"0";"86bc4d09-448f-45cf-b384-0be1ffa7aac1"
"2023-09-13 18:30:00";"122";"156";"9";"0";"86bdbe40-f07b-4963-b408-d917275963db"
"2023-03-21 20:00:00";"104";"114";"24";"50";"86bfa78a-09b7-42d0-a2a0-780b0d8565ed"
